Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
BT Lifetime SE-Challenger Select Aus Shr,,,,,,,,,,,,,,,,35685.25,172078.25,343472,322139.08,352697,
BT Lifetime SE-Fidelity Aus Equities,,,,,,,,,,,,,,,,1229855,4365646.92,8416408.25,11667265.08,13945988.42,22613833.58
BT Lifetime SE-Ibbotson High Opportunity,,,,,,,,,,,,,491666.67,1611840,1951795,1579172.67,1219017.25,1383878.25,2167864.58,2303298,
BT Lifetime SE-ING Australian Share,,,,,,0,750000,2085000,7961111.11,15297500,18373636.36,21310909.09,29433000,34000394.17,38985000,29653306.67,26015201.75,25437729.58,24121226.33,19886987.67,20889755.58
BT Lifetime SE-Investor Mutual Aus Shr,,,,,,,,,,,,900000,1810000,3538333.33,4755454.55,4630018.42,5061470.58,5883158.25,5866605.33,6481861.58,9319398.17
BT Lifetime SE-Macquarie Conservative,,,,,,0,863333.33,1877500,3798888.89,5154166.67,5395454.55,6163636.36,5827000,5425833.33,5935000,5553786.5,4859593.08,4595320.58,5034865.42,5217297.08,5902653.08
BT Lifetime SE-Macquarie Div fix Int,,,,,,,,,,,,,153333.33,1708035.83,4300502.5,4986581.33,4750093.5,6007348.5,9026816.5,15643476.08,19217005.67
BT Lifetime SE-MLC Growth,,,,,,0,3500000,13270000,31017777.78,42263333.33,41220000,43211818.18,47836000,54126666.67,54715000,42574988.92,34255899.67,35050282.83,34424619,31397168.67,34218268.67
BT Lifetime SE-MySuper 1940s Lifestage,,,,,,,,,,,,,,,,,,,,,
BT Lifetime SE-MySuper 1950s Lifestage,,,,,,,,,,,,,,,,,,,,,
BT Lifetime SE-MySuper 1960s Lifestage,,,,,,,,,,,,,,,,,,,,,
BT Lifetime SE-MySuper 1970s Lifestage,,,,,,,,,,,,,,,,,,,,,
BT Lifetime SE-MySuper 1980s Lifestage,,,,,,,,,,,,,,,,,,,,,
BT Lifetime SE-MySuper 1990s Lifestage,,,,,,,,,,,,,,,,,,,,,
BT Lifetime SE-MySuper 2000s Lifestage,,,,,,,,,,,,,,,,,,,,,
BT Lifetime SE-Platinum International,,,,,,,,,,,,,,,,,,,,2249340.33,5860199.42
BT Lifetime SE-Schroder Balanced,,,,,,,,,,,,120000,300000,1476666.67,1971666.67,2040256.17,2380594.83,3315834.67,3980368.83,4600165.25,6434825.17
BT Lifetime SE-SSgA Aus Eq Industrial,,,,,,,,,,,,,,,,396927.5,1577031.6,2483068.58,2998496.58,2945000,
BT Lifetime SE-SSgA Intl Eq Industrial,,,,,,,,,,,,,,,,122937.5,478287.83,748568.92,1218137.25,1327486,
BT Lifetime SE-Templeton Global Equity,,,,,,,,,,,,,,,,196986.67,693131.83,1439897.67,2090265.42,2064243,
BT Lifetime SE-Vanguard Growth Index,,,,,,,,,,,,,,,,,,,,2758131.33,13751648.75
BT Lifetime SE-Vanguard Index Aust Share,,,,,,,,,,,,,,,,,,,,3582690.67,5403324.33
BT Lifetime SE-Vanguard Index Intl Share,,,,,,,,,,,,,,,,,,,,1817150.44,3949779.75
BT L'time Sup Emp - Citigroup Balanced,,,,,,50000,2107500,3490000,7293333.33,13981666.67,16279090.91,16451000,16916000,16005000,,,,,,,
BT L'time Sup Emp - MLM Balanced,,,,,,0,12785000,13065000,19527777.78,21576666.67,18013636.36,15025000,11183000,10485000,,,,,,,
BT L'time Sup Emp - Russell Bal MultiMgr,,,,,,,,,7950000,12640000,13203636.36,11676000,9474000,8595000,,,,,,,
BT L'time Sup Emp - TIME Fund,,,,,,,,,3135833.33,3655000,3235454.55,3205000,2558000,2015000,,,,,,,
BT PPSS - Aberdeen Sel Inv Aust Eq Fd,,,,,,,,,,,,800000,875000,791666.67,675000,392584.55,262359.4,,,,
BT PPSS - Aberdeen Sel Inv Captial Gr Fd,,,,,,,,,,,,800000,837500,800000,658333.33,389510.91,283167.4,,,,
BT PPSS - Aust Sustainability Shares,,,,,,,,,,,,500000,487500,525000,550000,515003.64,323373.82,374116.8,,,
BT PPSS - Australian Eco Shares,,,,,,,,,295714.29,517500,414000,395000,409090.91,400000,,,,,,,
BT PPSS - Int'l Sustainability Shares,,,,,,,,,,,,100000,200000,158333.33,200000,98314,34644.18,36540.4,,,
BT PPSS - Macq Aust'n Enhanced Equities,,,,2134000,5868333.33,6461666.67,5535000,3971666.67,2790000,2143333.33,2674000,1920833.33,1827272.73,1750000,1591666.67,985541.82,616982.55,618008.6,,,
BT PPSS - Macquarie Master Enhanced Cash,,,,802000,1711666.67,1135000,747500,540833.33,341666.67,323636.36,305000,302500,300000,300000,241666.67,197697.27,173925.55,166996.8,,,
BT PPSS - MLC Invmt Trust Income Builder,,,,,,,,,,,,1300000,1012500,816666.67,583333.33,249161.82,173739,172525.2,,,
BT PPSS - MLM Wholesale Int'l Share,,,,,,,,1091250,4371666.67,5285000,4355000,3727500,2863636.36,2500000,,,,,,,
BT PPSS - Wholesale European Share,,,,,,,,,42857.14,218333.33,223000,317500,509090.91,866666.67,641666.67,397266.36,197517.64,188569.8,,,
BT PPSS Macq Master Property Securities,,,,379000,2325833.33,5576666.67,4691666.67,2946666.67,2119166.67,1684166.67,1305000,1256666.67,1154545.45,1033333.33,808333.33,339110.91,118356.36,59041.4,,,
BT PPSS Macquarie Master Fixed Interest,,,,1212000,3980000,7014166.67,5516666.67,2775833.33,1785833.33,1228333.33,967000,795833.33,754545.45,600000,625000,448174.55,309194,283631,,,
BT PPSS-Aberdeen Australian Equities,,,,,,,,,,,,9100000,8425000,7966666.67,6891666.67,4182695.45,2709011.82,2650357.92,1832261.75,1110364.67,927371.92
BT PPSS-Aberdeen SI Act Hgd Intl Eq,,,,,,,,,,,,11300000,10987500,11641666.67,10791666.67,7349294.55,4785026.18,3950420.08,2637428.33,1980651.25,1793706.17
BT PPSS-BlackRock Global Small Cap,,,,,,,,,,,,2700000,2525000,2341666.67,1883333.33,1039009.09,547399.91,474787.83,392796.75,315803.08,318462
BT PPSS-BlackRock Scientific Aus Eq,,,,,,,,,,,,12900000,14500000,15533333.33,16208333.33,10507374.55,6580493.36,5933822.17,3901825.92,2252360.83,1713116.58
BT PPSS-BlackRock Scientific Div Gr,,,,1149000,3710000,9585833.33,26390833.33,39880833.33,44254166.67,51587500,46512000,45228333.33,41209090.91,35333333.33,30016666.67,19136177.27,11765953.82,10311364.92,8218955.5,6487507.58,5878347
BT PPSS-BlackRock Scientific Div Stb,,,,1269000,2898333.33,7256666.67,16818333.33,19070833.33,16088333.33,15299166.67,12737000,10695000,9736363.64,6950000,5125000,3298066.36,2072480.55,1755427.83,1292152.67,1069782.25,859474.08
BT PPSS-BlackRock Scientific Intl Eq,,,,,716000,4455000,11470000,19185000,18886666.67,21214166.67,22286000,23425833.33,22818181.82,22100000,18850000,11506684.55,7117558.91,5994289.75,3986023.92,2568781,2481410.58
BT PPSS-BlackRock WS Aus Share,,,,,,,,793750,5515000,12507500,13502000,13768333.33,12409090.91,10758333.33,9341666.67,6066191.82,3614576.91,3188280.33,2437383.75,1751846.33,1498791.5
BT PPSS-BlackRock WS Balanced,,,,3334000,16368333.33,24716666.67,54575833.33,97482500,105468333.3,92960000,69698000,60431666.67,53027272.73,44233333.33,39375000,27431567.27,19374429.09,17508732.33,13564512.5,9987611.83,9013217.5
BT PPSS-BlackRock WS Managed Income,,,,1267000,4630000,7202500,16235833.33,18452500,14380000,12122500,10339000,8162500,6718181.82,4925000,3825000,2267111.82,1401368.64,1368759.5,1060450.5,842382.5,748861.5
BT PPSS-BT Aus Shares,,,,711000,2789166.67,7501666.67,10291666.67,14873333.33,26819166.67,46589166.67,59207000,66922500,69981818.18,67283333.33,62350000,40889423.64,29267916.45,27217745.75,21219444.08,17262116.42,16137185.75
BT PPSS-BT Bal Gr,,,,8610000,26650833.33,52878333.33,92535833.33,142291666.7,194443333.3,220830833.3,189320000,173749166.7,149854545.5,125866666.7,108216666.7,71017321.82,50727029.36,48301802.58,37808270.75,30186262.58,26990288.42
BT PPSS-BT Cash & Short Term,,,,14770000,55660000,77823333.33,82950833.33,71729166.67,75052500,96995000,116164000,95192500,84290909.09,66608333.33,59675000,51453841.82,40299441.73,29470199.5,22220149,19821929.42,17427937.33
BT PPSS-BT Cons Gr,,,,4672000,14506666.67,24442500,28625000,18485833.33,11672500,9640000,8907000,8149166.67,7172727.27,5291666.67,5058333.33,3534253.64,2053950.36,1941359.67,1735069.67,1519646.5,1694190.92
BT PPSS-BT Core Aus Shares,,,,,425000,1475833.33,2691666.67,4070833.33,6671666.67,8090000,8099000,8817500,9763636.36,8575000,8450000,5733976.36,4213389.91,3954398.08,2686958.83,1998407.17,1726974.25
BT PPSS-BT Diversified Growth,,,,15877000,44343333.33,71700000,109120000,125303333.3,117433333.3,104442500,83569000,75120833.33,66845454.55,59266666.67,52433333.33,33936183.64,22740582.55,20677435.67,15294838.5,11696521.33,10519180
BT PPSS-BT Dynam Gr,,,,2004000,7995000,13721666.67,20473333.33,35463333.33,62965833.33,70151818.18,57960000,52682500,45209090.91,39883333.33,35450000,24363248.18,18046398.09,17500065.67,15005812.5,11933510.08,11417440.83
BT PPSS-BT Listed Property,,,,274444.44,3071666.67,10757500,14717500,15565000,17291666.67,32045000,49067000,53488333.33,52154545.45,48791666.67,45575000,23142333.64,11788722.36,11124803.17,8329769.17,7036832.08,7146232.92
BT PPSS-BT Moderate Growth,,,,11217000,28517500,49113333.33,68799166.67,54585000,43360833.33,36924166.67,29801000,25795000,22354545.45,18266666.67,15891666.67,11585212.73,7965835.27,7462506.42,6035473.42,5166840.08,4880528.42
BT PPSS-BT Sustainable Conservative,,,,1237000,4860833.33,8328333.33,10850000,8626666.67,7118333.33,5677500,4171000,3541666.67,3109090.91,2383333.33,1966666.67,1574681.82,979261.82,560146.42,471121.92,344268,
BT PPSS-BT W Geared Imputation,,,,,,,,,,,200000,266666.67,958333.33,2233333.33,3675000,2611350.91,2260332.55,2380552.75,1990240.17,1569280.83,1977577.42
BT PPSS-BT W Smaller Companies,,,,,,,,,233333.33,3786666.67,8496000,13655000,17000000,15225000,14625000,9813056.36,5292071,5496012.58,4712294.83,3279786.83,2911873
BT PPSS-BT WS Active Bal,,,,4377000,18975000,36530833.33,56170833.33,69944166.67,72012500,62242500,45682000,41083333.33,37945454.55,32541666.67,30458333.33,19972708.18,13112570,11718119.5,9609434,7457293.5,6830210.58
BT PPSS-BT WS Asian Share,,,,,,,,1631250,2042500,2023333.33,1523000,2352500,3872727.27,5141666.67,5225000,3405205.45,1890998,1826449.67,1373847.33,888846,791259.5
BT PPSS-BT WS Aus Shares,,,,,1176666.67,4185833.33,5698333.33,8379166.67,6669166.67,4477500,3353000,3155000,3209090.91,3016666.67,2591666.67,1429611.82,1012436.45,951368,735096.83,598482.67,
BT PPSS-BT WS Balanced Returns,,,,9864000,40435833.33,61018333.33,71359166.67,79531666.67,72325000,50969166.67,36219000,32525000,29045454.55,24900000,21425000,14700112.73,10094733.27,9711308,7947381.92,6003467.5,5547373.42
BT PPSS-BT WS Cons Outlook,,,,2643000,7743333.33,15035000,17583333.33,15127500,11273333.33,6950833.33,4902000,3985000,3309090.91,2833333.33,2608333.33,1995070.91,1546684.36,1488527,1332788,870010.83,671868
BT PPSS-BT WS Core Gbl Share,,,,,,,,,1010000,2955833.33,3510000,3839166.67,4009090.91,3741666.67,3150000,1936806.36,1282883.91,1019838.92,672814.58,480119.92,311010
BT PPSS-BT WS Core Hgd Gbl Share,,,,,,,,,,,,1300000,1487500,2116666.67,2641666.67,1888500.91,1074525.64,874010.83,587461.5,429294.58,466956
BT PPSS-BT WS Intl Share,,,,,3026666.67,10478333.33,14120833.33,33872500,45825000,29514166.67,17661000,14603333.33,11718181.82,10550000,7783333.33,4300185.45,2873982,2639642.5,2023566.25,1713948.42,1624126.67
BT PPSS-BT WS Ptnr Aus Share Gr 1,,,,,,,,,,,,1500000,1825000,2208333.33,2550000,1359883.64,853040.73,843499.67,544566.67,346183.67,
BT PPSS-BT WS Ptnr Aus Share Val 1,,,,,,,,,,,,5000000,6700000,9933333.33,12475000,8395910.91,5042127.36,4473507.17,2940809,2103399.67,1836563.75
BT PPSS-BT WS Ptnr Intl Share Gr 1,,,,,,,,,,,,2000000,1775000,1625000,1000000,595440.91,447157.18,399594.42,295674.08,200925.25,
BT PPSS-BT WS Ptnr Intl Shr Val 1,,,,,,,,,,,,2100000,2550000,2375000,2258333.33,1496963.64,798850.73,757502.08,613718.92,397406.67,206256
BT PPSS-CFS W Diversified,,,,,,,,7782500,32132500,47862500,40274000,33882500,26272727.27,19966666.67,16333333.33,10444868.18,6599320.27,5782647.67,4683453,3424242,2898432.58
BT PPSS-CFS W High Growth,,,,,,,,,1798571.43,4797500,4581000,4362500,3727272.73,2925000,2358333.33,1372478.18,723166.27,562530.33,339379.67,275071.33,
BT PPSS-CFS W Imputation,,,,,4606666.67,17763333.33,38323333.33,80870833.33,120550000,140268333.3,127215000,118835000,106790909.1,92750000,80308333.33,49198479.09,35223325.27,33927647.08,25842847.75,18248306.83,16793819.5
BT PPSS-Macquarie Aus Enhanced Equities,,,,,,218000,1561666.67,3664166.67,4630000,4705000,3769000,4734166.67,4972727.27,4166666.67,3733333.33,1745337.27,858058.36,882520.33,844492.6,,
BT PPSS-Macquarie W Fixd Intr,,,,,,1576000,4855833.33,7174166.67,7822500,8615000,9255000,7085000,6109090.91,5583333.33,4708333.33,3302642.73,2231799.18,1809936.75,1349284.67,,
BT PPSS-Macquarie WS Properties Secs,,,,,,688000,2013333.33,3154166.67,5350833.33,11244166.67,14796000,14380833.33,13000000,11141666.67,10475000,4764392.73,2029676.91,1894304.92,1336106,648770.17,606687
BT PPSS-MLC Platinum Global Share,,,,,,,,,1010000,19882500,45202000,51892500,36636363.64,27475000,18883333.33,10110797.27,6984506.82,5796224.58,4064691.75,2644177.42,2191336.75
BT PPSS-MLC WS Aus Share,,,,,,0,370000,647500,1437500,2769166.67,2964000,3485000,3500000,2825000,2258333.33,1426052.73,876541.45,824319.67,605990.33,471263.67,
BT PPSS-MLC WS Global Share,,,,,,26666.67,725833.33,3614166.67,4610000,5355000,4200000,4003333.33,3581818.18,3125000,2333333.33,1186645.45,690081.36,609574.17,458415.42,319534.33,274745
BT PPSS-MLC WS Horizon 4 Balanced,,,,,,1854000,10302500,22481666.67,26295833.33,26464166.67,20992000,19007500,15918181.82,11541666.67,8608333.33,4768385.45,2816248.73,2690156.58,2052534.83,1394635.33,1198752.33
BT PPSS-MLC WS Horizon 5 Growth,,,,,,158000,2164166.67,7871666.67,12610000,12785000,10638000,9756666.67,8009090.91,6575000,4975000,2664139.09,1366985.27,1249594.92,913990.25,770237.83,830352.5
BT PPSS-MLC WS Property Securities,,,,,,286000,1152500,3039166.67,4007500,5207500,6170000,6852500,6490909.09,5633333.33,5283333.33,3036029.09,1668480.82,1613238.83,954400.42,653585.83,667976
BT PPSS-Platinum International,,,,,,,,,,,,3500000,7708333.33,11141666.67,10750000,7031744.55,5371156.82,4293602.25,2765028.5,1774498.25,1665659.58
BT PPSS-Schroder Hybrid Securities,,,,,,,,,,,,6600000,7300000,6708333.33,6416666.67,3947557.27,2540332.09,2295121.08,1917396.58,1591851.42,1321913.83
BT PPSS-Schroder WS Aus Equity,,,,,,,,,,,,3100000,4450000,5491666.67,6700000,4775176.36,3297348.36,3340511.25,2609742.42,2046488.25,1812871.58
BT PPSS-UBS Aus Share,,,,,,,,,,,,4100000,4050000,3616666.67,2883333.33,1434990.91,897921.64,928121.92,732735.58,480460.67,442513
BT PPSS-UBS International Share,,,,,,,,,,,,1700000,1712500,1766666.67,1408333.33,659493.64,380957.09,289047.08,218621.83,179843,
BT PPSS-W Partner Aus Sh Core 1,,,,,,,,,,,,2300000,2100000,1800000,1483333.33,686790.91,334724.36,340592.2,,,
BT PPSS-Westpac Aus Fix Int,,,,620000,1179166.67,3160000,7715000,9425833.33,12883333.33,21404166.67,37078000,40480000,37890909.09,32200000,28450000,22858612.73,16334393.64,13961038.17,11657732.33,9637817.42,7045702.42
BT PPSS-Westpac Intl Fix Int,,,,95714.29,237500,493333.33,1320000,2089166.67,3371666.67,7489166.67,14171000,16253333.33,15718181.82,13933333.33,12641666.67,9938417.27,6804175.64,6123818,5001959.17,3866453.5,2926818.5
BT PPSS-Westpac Intl Shares,,,,688000,1457500,2550833.33,5198333.33,11013333.33,19546666.67,22684166.67,19852000,18555833.33,15518181.82,13325000,10533333.33,6660100.91,4426787.09,4112060.92,3341969.5,2647028.75,4587725.92
BT PST - BT Core Global Share,,,,,,,,4624000,36330833.33,50244166.67,44011666.67,10336000,2188000,1346666.67,,,,,,,
BT PST Active Bal,618483333.3,818904166.7,874450000,1008572500,1273930000,1558285833,1697135000,1732686667,1738823333,1255110000,751588333.3,687804285.7,586357500,156212500,148723333.3,102188310.4,75000946.33,74268108.92,66249372.75,60781858.08,61255498.67
BT PST Aus Shr,,,,,20000,1450000,8045454.55,33485454.55,29956666.67,15481666.67,8109166.67,8260000,9345000,10640000,10417500,6397491,5368024.5,7507092.08,6980860,6081827,6187442
BT PST Balanced Returns,282034166.7,368085833.3,391250000,398034166.7,384430000,387755833.3,441686666.7,546159166.7,526185833.3,382190000,142190833.3,131653000,121877500,120808333.3,116796666.7,83885028.75,64530996.33,75230776.5,70148433.08,61448643,56225098.75
BT PST Cons Outlook,232118333.3,262396666.7,213933333.3,201985833.3,230052500,233555000,196075000,152726666.7,109456666.7,76782500,39163333.33,34105000,28077500,24477500,21846666.67,16958731.83,14555996.92,13946760.5,12600590.25,11508493,11100045.5
BT PST Core Aus Share,,,,,11666000,33993333.33,82600833.33,143830000,224375833.3,198987500,10008333.33,5575714.29,7080833.33,9789166.67,12875000,7212832.58,4292117.25,4644374.67,4672948.42,4459684.83,4758433.08
BT PST DIY Active Bal,17614166.67,20154166.67,19602500,22085000,25535833.33,29989166.67,33045000,33446666.67,30710833.33,23554166.67,15265454.55,13492857.14,12747500,13196666.67,13473636.36,9847134.75,7726874.92,7351487,6062915.33,5223722.75,4918348.83
BT PST Institutional Diversified Bal,867115833.3,673761666.7,434945000,361753333.3,336505833.3,276017500,291773636.4,216630833.3,181895000,160125454.6,120528750,102703333.3,101850833.3,80102500,71168333.33,52855572.83,42042093.64,43522590.67,40202971.58,35137000.25,35180289.5
BT PST Institutional Retirement,339235833.3,416704166.7,416666666.7,447358333.3,368889166.7,272399090.9,130948333.3,76540000,92180833.33,109620833.3,108642500,4030000,111237500,,,437975,439033.75,473258,499052,,0
BT PST Intl Share,,,,,250000,7057500,23398181.82,61145454.55,79034166.67,42865833.33,18643333.33,17052727.27,13455000,13593333.33,11745000,7275516.08,5705604,5241045.83,4671807,4446010.25,5472324.25
BT PST Property Securities,,,2080000,9958333.33,38775833.33,65048333.33,63162500,73125833.33,98142500,110580000,77760833.33,60455714.29,54320833.33,49980833.33,46662500,24030245,13449319,13315877.58,10762224.08,10382279.67,10682676.42
BT PST Select - BT Active Conservative,54100833.33,101982500,84415000,90187500,98038333.33,102085000,102715000,98235000,99672500,88383333.33,74003333.33,66771428.57,6481666.67,,,,,,,,
BT PST Select - BT Property Tax Exempt,,,,,,,,171250,2232500,4277500,2975833.33,2000000,1545833.33,540000,,,,,,,
BT PST Select BT Core Glob Sh Tax Exempt,,,,,,,,,0,22857.14,53333.33,84000,220000,260000,,,,,,,
BT Retir Sel PSup Cash,6525000,11789166.67,20166666.67,38936666.67,55676666.67,61035000,57859166.67,43593333.33,36262500,33576666.67,31370000,29412000,26236666.67,23610000,22622500,23778089.42,25507123.83,23728240.33,22836101.17,23380333.08,20154538
BT Retir Sel PSup Cons Outlook,65340000,78825833.33,82891666.67,102533333.3,124905000,132870833.3,128645833.3,105452500,83859166.67,65124166.67,50963333.33,48614000,42285375.83,28963413.33,40785000,33714415.83,29588763.92,30115757.67,28194564.58,26540836.08,25993157.08
BT Retir Sel PSup Global Bond,,,284000,853333.33,1091666.67,2156666.67,2873333.33,2083333.33,2620833.33,2226666.67,1805000,1532727.27,955527.5,778181.82,683636.36,688530.25,919466.17,1001453.25,714144.67,566493.58,609913.25
BT Retir Sel PSup Intl Share,,,5633333.33,25123333.33,47862500,72250833.33,87575000,123418333.3,106112500,67582500,42788333.33,42194545.45,40333945,41732500,37309166.67,25552996.42,21570434.08,21116739.67,19319513.33,18217577.92,21668123.25
BT Retire Sel PSup Aus Share,,,6091666.67,25445833.33,57937500,79682500,101496666.7,108781666.7,94025000,73030000,54634166.67,60000000,73770000,88442500,100930833.3,81360793.5,70547339.08,76926013.83,72185445.42,64106852,69497538.83
BT Retire Sel PSup Australasian Bond,,,390909.09,1700833.33,2611666.67,3446666.67,3311666.67,2513333.33,2311666.67,2132500,2515833.33,1947000,1899166.67,1737500,1351666.67,1437614.83,1860480.58,1701803.75,1662486.42,2059001.83,1748316.92
BT Retire Sel PSup Balance Returns,82420833.33,143172500,211591666.7,305220833.3,411016666.7,483076666.7,494021666.7,500178333.3,430905000,318930833.3,231473333.3,232279000,240109166.7,254610909.1,256274166.7,206798124.2,176833330.8,180603810.3,169804183.1,157080273.8,159196930.8
BT Retire Sel PSup Future Goals,,,,,,3740000,12774166.67,34995833.33,38250833.33,26795000,16249166.67,16412000,17160833.33,18942727.27,20257500,16154650.5,13407970.75,13476247.75,12532585.5,11209045.33,11490856
BT Retire Sel PSup Property Secs,,,808333.33,4442500,14129166.67,15583333.33,12360833.33,10050000,10369166.67,12913333.33,15170833.33,15045000,16685000,18087500,20443333.33,11775581.42,7000677,7639947.17,6923806.75,7010551.25,7525289.25
BT Self Managed Super Conservative Units,1026666.67,1004166.67,972500,1161666.67,1564166.67,1960000,,,,,,,,,,,,,,,
BT Stable Capital,541305833.3,515561666.7,497250000,586442500,672998333.3,666157272.7,499560833.3,327810833.3,233937500,141611000,65082000,26292500,150352000,,,,,481235.44,284000,140436.09,150848.5
